baths,beds,city,latitude,longitude,price,sale_date,sq__ft,state,street,type,zip,n_price,s_price,n_sq__ft,s_sq__ft
3,4,RANCHO CORDOVA,38.57727,-121.285591,305000.0,Mon May 19 00:00:00 EDT 2008,1851,CA,3253 ABOTO WAY,Residential,95670,0.3435638598386167,0.5102070267702727,0.3179319821367228,0.628432510637053
0,0,ROSEVILLE,38.773094,-121.365905,307000.0,Mon May 19 00:00:00 EDT 2008,0,CA,3072 VILLAGE PLAZA DR,Residential,95747,0.34582825260207034,0.5246576767702491,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.68237,-121.539147,311328.0,Mon May 19 00:00:00 EDT 2008,2218,CA,251 CHANGO CIR,Residential,95835,0.35072839854218396,0.5559288833701979,0.3809687392648574,1.05865436880883
2,3,SACRAMENTO,38.47316,-121.403893,313138.0,Mon May 19 00:00:00 EDT 2008,1394,CA,8205 WEYBURN CT,Residential,95828,0.35277767399310944,0.5690067216201764,0.23943661971830985,0.09270665454849142
2,3,SACRAMENTO,38.468185,-121.375694,316630.0,Mon May 19 00:00:00 EDT 2008,1410,CA,8788 LA MARGARITA WAY,Residential,95828,0.35673130375809947,0.5942375565201351,0.24218481621435933,0.11146292084480866
3,5,ELK GROVE,38.439565,-121.436606,320000.0,Mon May 19 00:00:00 EDT 2008,3468,CA,5912 DEEPDALE WAY,Residential,95758,0.3605468055645188,0.6185869017700951,0.5956715905187221,2.5239876732086155
3,5,ANTELOPE,38.707705,-121.354153,320000.0,Mon May 19 00:00:00 EDT 2008,2346,CA,4712 PISMO BEACH DR,Residential,95843,0.3605468055645188,0.6185869017700951,0.4029543112332532,1.208704499179368
3,5,ANTELOPE,38.709299,-121.353056,325000.0,Mon May 19 00:00:00 EDT 2008,2347,CA,4741 PACIFIC PARK DR,Residential,95843,0.3662077874731528,0.654713526770036,0.4031260735142563,1.209876765822888
2,4,SACRAMENTO,38.638764,-121.531827,328578.0,Mon May 19 00:00:00 EDT 2008,1659,CA,310 GROTH CIR,Residential,95834,0.3702587861269713,0.6805657396199936,0.2849536241841292,0.40335731508124595
3,3,ELK GROVE,38.406758,-121.431669,331000.0,Mon May 19 00:00:00 EDT 2008,2442,CA,6121 WILD FOX CT,Residential,95757,0.3730009657635136,0.6980654767699649,0.41944349020954996,1.3212420969572716
0,0,RANCHO CORDOVA,38.557293,-121.217611,331500.0,Mon May 19 00:00:00 EDT 2008,0,CA,12241 CANYONLANDS DR,Residential,95742,0.373567063954377,0.701678139269959,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.606906,-121.54132,340000.0,Mon May 19 00:00:00 EDT 2008,2155,CA,29 COOL FOUNTAIN CT,Residential,95833,0.38319073319905483,0.7630934017698584,0.37014771556166265,0.9848015702670808
0,0,SACRAMENTO,38.664765,-121.445006,344755.0,Mon May 19 00:00:00 EDT 2008,0,CA,907 RIO ROBLES AVE,Residential,95838,0.3885743269941658,0.7974498221448021,0.0,-1.5414330465181494
2,3,SACRAMENTO,38.475433,-121.372584,345746.0,Mon May 19 00:00:00 EDT 2008,1810,CA,8909 BILLFISH WAY,Residential,95828,0.38969633360845707,0.8046101192197903,0.310889728615596,0.58036957825274
2,4,ELK GROVE,38.388129,-121.43117,351000.0,Mon May 19 00:00:00 EDT 2008,2789,CA,6232 GUS WAY,Residential,95757,0.3956448933980497,0.8425719767697282,0.4790450017176228,1.728018622258652
2,4,GALT,38.2535,-121.31812,353767.0,Mon May 19 00:00:00 EDT 2008,1606,CA,200 OAKWILDE ST,Residential,95632,0.3987776807862877,0.8625644510446954,0.2758502232909653,0.341227182974695
0,0,GALT,38.287785,-121.289903,355000.0,Mon May 19 00:00:00 EDT 2008,0,CA,1033 PARK STREAM DR,Residential,95632,0.40017367892495687,0.8714732767696808,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.68318,-121.53484,356035.0,Mon May 19 00:00:00 EDT 2008,2166,CA,200 ALLAIRE CIR,Residential,95835,0.4013455021800441,0.8789514881446685,0.3720371006526967,0.997696503345799
0,0,SACRAMENTO,38.53805,-121.5047,360000.0,Mon May 19 00:00:00 EDT 2008,0,CA,1322 SUTTER WALK,Condo,95816,0.40583466083359093,0.9075999017696216,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.672966,-121.502748,360552.0,Mon May 19 00:00:00 EDT 2008,1871,CA,5479 NICKMAN WAY,Residential,95835,0.40645963323630413,0.911588281169615,0.3213672277567846,0.6518778435074495
2,3,SACRAMENTO,38.67342,-121.508542,362305.0,Mon May 19 00:00:00 EDT 2008,1800,CA,2103 BURBERRY WAY,Residential,95835,0.4084443734934712,0.9242542758945943,0.3091721058055651,0.5686469118175417
1,3,SACRAMENTO,38.553596,-121.459483,365000.0,Mon May 19 00:00:00 EDT 2008,1683,CA,2450 SAN JOSE WAY,Residential,95817,0.41149564274222494,0.9437265267695624,0.2890759189282034,0.4314917145257218
2,3,ROSEVILLE,38.791617,-121.286147,367554.0,Mon May 19 00:00:00 EDT 2008,0,CA,7641 ROSEHALL DR,Residential,95678,0.4143872723011552,0.9621800068195321,0.0,-1.5414330465181494
0,0,ROSEVILLE,38.796121,-121.319963,368500.0,Mon May 19 00:00:00 EDT 2008,0,CA,1336 LAYSAN TEAL DR,Residential,95747,0.4154583300782687,0.969015164269521,0.0,-1.5414330465181494
2,2,ROCKLIN,38.837006,-121.232024,370000.0,Mon May 19 00:00:00 EDT 2008,1596,CA,2802 BLACK OAK DR,Residential,95765,0.41715662465085895,0.9798531517695032,0.2741326004809344,0.32950451653949675
2,4,PLACERVILLE,38.733155,-120.748039,371086.0,Mon May 19 00:00:00 EDT 2008,0,CA,2113 FALL TRAIL CT,Residential,95667,0.41838618992141424,0.9876998547194903,0.0,-1.5414330465181494
2,3,ELK GROVE,38.390328,-121.448022,378000.0,Mon May 19 00:00:00 EDT 2008,1179,CA,10112 LAMBEAU CT,Residential,95757,0.4262141957046734,1.0376557517694085,0.20250772930264513,-0.15933067380827168
0,0,ELK GROVE,38.381102,-121.42901,383000.0,Mon May 19 00:00:00 EDT 2008,0,CA,6313 CASTRO VERDE WAY,Residential,95757,0.4318751776133074,1.0737823767693493,0.0,-1.5414330465181494
1,3,SACRAMENTO,38.541735,-121.480098,388000.0,Mon May 19 00:00:00 EDT 2008,1639,CA,3622 CURTIS DR,Residential,95818,0.4375361595219414,1.10990900176929,0.2815183785640673,0.3799119822108494
3,5,RANCHO CORDOVA,38.551083,-121.237476,395100.0,Mon May 19 00:00:00 EDT 2008,3281,CA,11817 OPAL RIDGE WAY,Residential,95742,0.4455747538322017,1.1612088092692059,0.5635520439711439,2.3047738108704077
2,3,SACRAMENTO,38.574894,-121.435806,400000.0,Mon May 19 00:00:00 EDT 2008,1697,CA,170 LAGOMARSINO WAY,Residential,95819,0.451122516102663,1.196612901769148,0.29148059086224665,0.4479034475349994
2,3,EL DORADO HILLS,38.69288,-121.073551,400000.0,Mon May 19 00:00:00 EDT 2008,0,CA,2743 DEAKIN PL,Residential,95762,0.451122516102663,1.196612901769148,0.0,-1.5414330465181494
3,4,ANTELOPE,38.727649,-121.385656,408431.0,Mon May 19 00:00:00 EDT 2008,2085,CA,3361 ALDER CANYON WAY,Residential,95843,0.4606680637970017,1.2575296168440482,0.35812435589144626,0.9027429052206928
0,0,ROCKLIN,38.837455,-121.28933700000002,413000.0,Mon May 19 00:00:00 EDT 2008,0,CA,2148 RANCH VIEW DR,Residential,95765,0.46584106906511147,1.290542126768994,0.0,-1.5414330465181494
2,4,SACRAMENTO,38.622359,-121.457582,416767.0,Mon May 19 00:00:00 EDT 2008,1744,CA,398 LINDLEY DR,Multi-Family,95815,0.47010605283507634,1.3177599260439494,0.29955341806939195,0.5029999797804313
3,4,EL DORADO HILLS,38.675519,-121.015862,420000.0,Mon May 19 00:00:00 EDT 2008,0,CA,3013 BRIDLEWOOD DR,Residential,95762,0.4737664437371991,1.3411194017689112,0.0,-1.5414330465181494
3,4,FOLSOM,38.66695,-121.120729,423000.0,Mon May 19 00:00:00 EDT 2008,1939,CA,169 BAURER CIR,Residential,95630,0.4771630328823795,1.3627953767688756,0.33304706286499486,0.7315919752667979
2,4,CAMERON PARK,38.687072,-121.004729,423000.0,Mon May 19 00:00:00 EDT 2008,0,CA,2809 LOON CT,Residential,95682,0.4771630328823795,1.3627953767688756,0.0,-1.5414330465181494
3,2,SACRAMENTO,38.571943,-121.492106,427500.0,Mon May 19 00:00:00 EDT 2008,1788,CA,1315 KONDOS AVE,Residential,95814,0.4822579166001501,1.3953093392688223,0.307110958433528,0.5545797120953038
2,3,ROCKLIN,38.82553,-121.254698,430922.0,Mon May 19 00:00:00 EDT 2008,1691,CA,4966 CHARTER RD,Residential,95765,0.4861322926184192,1.4200344014187818,0.2904500171762281,0.44086984767388043
2,4,ELK GROVE,38.411258,-121.431348,445000.0,Mon May 19 00:00:00 EDT 2008,2002,CA,9516 LAGUNA LAKE WAY,Residential,95758,0.5020713532803692,1.5217525267686152,0.3438680865681896,0.8054447738085471
4,4,ELK GROVE,38.399436,-121.444041,450000.0,Mon May 19 00:00:00 EDT 2008,4303,CA,5201 BLOSSOM RANCH DR,Residential,95757,0.5077323351890032,1.557879151768556,0.7390930951563037,3.5028303205476723
3,5,SACRAMENTO,38.628955,-121.529269,452000.0,Mon May 19 00:00:00 EDT 2008,4246,CA,3027 PALMATE WAY,Residential,95834,0.5099967279524568,1.5723298017685323,0.7293026451391275,3.436011121867042
2,3,ROSEVILLE,38.73988,-121.248929,470000.0,Mon May 19 00:00:00 EDT 2008,2274,CA,500 WINCHESTER CT,Residential,95661,0.5303762628235392,1.7023856517683191,0.39058742700103055,1.1243013008459404
3,4,EL DORADO HILLS,38.677015,-121.034083,471000.0,Mon May 19 00:00:00 EDT 2008,0,CA,5746 GELSTON WAY,Residential,95762,0.5315084592052661,1.7096109767683074,0.0,-1.5414330465181494
4,4,ORANGEVALE,38.693041,-121.23294,475000.0,Mon May 19 00:00:00 EDT 2008,3056,CA,6935 ELM TREE LN,Residential,95662,0.5360372447321733,1.73851227676826,0.5249055307454483,2.041013816078446
3,3,ELK GROVE,38.409689,-121.446059,484500.0,Mon May 19 00:00:00 EDT 2008,2503,CA,9605 GOLF COURSE LN,Residential,95758,0.5467931103585779,1.8071528642681476,0.4299209893507386,1.392750362211981
3,5,EL DORADO HILLS,38.647598,-121.077801,487500.0,Mon May 19 00:00:00 EDT 2008,0,CA,719 BAYWOOD CT,Residential,95762,0.5501896995037583,1.828828839268112,0.0,-1.5414330465181494
3,3,ROCKLIN,38.777585,-121.2036,488750.0,Mon May 19 00:00:00 EDT 2008,0,CA,5954 TANUS CIR,Residential,95677,0.5516049449809168,1.8378604955180973,0.0,-1.5414330465181494
2,3,FOLSOM,38.69435,-121.177259,500000.0,Mon May 19 00:00:00 EDT 2008,1905,CA,100 CHELSEA CT,Residential,95630,0.5643421542753434,1.9191454017679637,0.32720714531088974,0.6917349093871237
2,3,PENRYN,38.86270800000001,-121.162092,506688.0,Mon May 19 00:00:00 EDT 2008,1320,CA,1500 ORANGE HILL LN,Residential,95663,0.5719142836763322,1.9674683753678845,0.22672621092408107,0.0059589229280241135
2,2,LINCOLN,38.861615,-121.26869,512000.0,Mon May 19 00:00:00 EDT 2008,0,CA,408 KIRKWOOD CT,Residential,95648,0.577928510856065,2.005849301767822,0.0,-1.5414330465181494
3,5,ROSEVILLE,38.796683,-121.342555,520000.0,Mon May 19 00:00:00 EDT 2008,0,CA,1732 TUSCAN GROVE CIR,Residential,95747,0.5869860819098794,2.063651901767727,0.0,-1.5414330465181494
2,4,GOLD RIVER,38.629299,-121.249021,528000.0,Mon May 19 00:00:00 EDT 2008,3037,CA,2049 EMPIRE MINE CIR,Residential,95670,0.5960436529636939,2.1214545017676323,0.5216420474063895,2.0187407498515695
2,5,WILTON,38.416809,-121.240628,579093.0,Mon May 19 00:00:00 EDT 2008,3741,CA,9360 MAGOS RD,Residential,95693,0.6538909626952614,2.4906180319920272,0.6425626932325661,2.8440164668895287
3,4,FOLSOM,38.684459,-121.145935,636000.0,Mon May 19 00:00:00 EDT 2008,2660,CA,104 CATLIN CT,Residential,95630,0.7183208621901886,2.9017896017663536,0.45688766746822396,1.5767962252445942
3,4,CARMICHAEL,38.63558,-121.353639,668365.0,Mon May 19 00:00:00 EDT 2008,3357,CA,4734 GIBBONS DR,Residential,95608,0.7549643980847766,3.13563724539097,0.576605977327379,2.3938660757779147
3,5,GRANITE BAY,38.723545,-121.216025,676200.0,Mon May 19 00:00:00 EDT 2008,2896,CA,4629 DORCHESTER LN,Residential,95746,0.7638351567356061,3.1922476667658777,0.4974235657849536,1.8534511531152735
2,3,PLACERVILLE,38.73745200000001,-120.910963,677048.0,Mon May 19 00:00:00 EDT 2008,2025,CA,2400 COUNTRYSIDE DR,Residential,95667,0.7647952592673104,3.1983747423658673,0.3478186190312607,0.8324069066095031
3,5,WILTON,38.413535,-121.188211,691659.0,Mon May 19 00:00:00 EDT 2008,3788,CA,12901 FURLONG DR,Residential,95693,0.7813377806007208,3.3039439659406944,0.6506355204397114,2.8991129991349607
3,5,GRANITE BAY,38.779435,-121.146676,760000.0,Mon May 19 00:00:00 EDT 2008,3670,CA,6222 CALLE MONTALVO CIR,Residential,95746,0.8587132135243122,3.7977299017648853,0.6303675712813466,2.760785535199621
0,0,LINCOLN,38.885327,-121.289412,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,20 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885132,-121.289405,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,24 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884936,-121.289397,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,28 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884741,-121.28939,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,32 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884599,-121.289406,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,36 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884535,-121.289619,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,40 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88459,-121.289835,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,44 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884667,-121.289896,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,48 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88478,-121.289911,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,52 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885236,-121.289928,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,68 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88535,-121.289926,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,72 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885464,-121.289922,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,76 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885578,-121.289919,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,80 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885692,-121.289915,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,84 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885806,-121.289911,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,88 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88592,-121.289908,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,92 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.886024,-121.289859,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,96 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.886091,-121.289744,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,100 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88653,-121.289406,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,434 1ST ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884692,-121.290288,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,3 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884879,-121.290257,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,11 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885017,-121.290262,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,19 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885173,-121.29027,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,27 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885328,-121.290275,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,35 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885483,-121.290277,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,43 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
2,4,LINCOLN,38.885638,-121.290279,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,51 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
2,3,LINCOLN,38.885794,-121.290281,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,59 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
2,3,LINCOLN,38.886104,-121.290285,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,75 E ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885093,-121.289932,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,63 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88653,-121.288952,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,398 1ST ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88652800000001,-121.288869,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,386 1ST ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.886525,-121.288787,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,374 1ST ST,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.886282,-121.289586,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,116 CRYSTALWOOD WAY,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.886282,-121.289646,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,108 CRYSTALWOOD WAY,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.886282,-121.289706,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,100 CRYSTALWOOD WAY,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88486500000001,-121.289922,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,55 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884752,-121.289907,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,51 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884638,-121.289893,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,47 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884568,-121.289784,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,43 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884546,-121.28956200000002,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,39 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884645,-121.289397,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,35 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.88479,-121.289392,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,31 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.884985,-121.289399,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,27 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885181,-121.289406,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,23 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885376,-121.289414,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,19 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885571,-121.289421,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,15 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885962,-121.289436,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,7 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.885962,-121.289436,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,7 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
0,0,LINCOLN,38.886093,-121.289584,4897.0,Mon May 19 00:00:00 EDT 2008,0,CA,3 CRYSTALWOOD CIR,Residential,95648,0.0037883290932578836,-1.658134681701174,0.0,-1.5414330465181494
2,3,CITRUS HEIGHTS,38.715322,-121.314787,30000.0,Fri May 16 00:00:00 EDT 2008,1166,CA,8208 WOODYARD WAY,Residential,95621,0.03220985486374583,-1.4767573482264713,0.20027481964960495,-0.17457014017402944
0,0,RIO LINDA,38.687172,-121.463933,30000.0,Fri May 16 00:00:00 EDT 2008,0,CA,113 RINETTI WAY,Residential,95673,0.03220985486374583,-1.4767573482264713,0.0,-1.5414330465181494
1,2,SACRAMENTO,38.471646,-121.435158,55422.0,Fri May 16 00:00:00 EDT 2008,838,CA,15 LOORZ CT,Residential,95823,0.06099255128000462,-1.2930751360767723,0.14393679148059085,-0.5590735992485332
1,2,NORTH HIGHLANDS,38.672642,-121.380343,63000.0,Fri May 16 00:00:00 EDT 2008,904,CA,5805 DOTMAR WAY,Residential,95660,0.06957233546073033,-1.238321623226862,0.15527310202679492,-0.4817040007762245
1,2,SACRAMENTO,38.608085,-121.449651,65000.0,Fri May 16 00:00:00 EDT 2008,1032,CA,2332 CAMBRIDGE ST,Residential,95815,0.07183672822418394,-1.2238709732268855,0.17725867399519066,-0.33165387040568645
1,2,SACRAMENTO,38.636833,-121.44164,65000.0,Fri May 16 00:00:00 EDT 2008,904,CA,3812 BELDEN ST,Residential,95838,0.07183672822418394,-1.2238709732268855,0.15527310202679492,-0.4817040007762245
1,2,SACRAMENTO,38.544162,-121.460652,65000.0,Fri May 16 00:00:00 EDT 2008,1080,CA,3348 40TH ST,Residential,95817,0.07183672822418394,-1.2238709732268855,0.18550326348333906,-0.2753850715167347
2,2,SACRAMENTO,38.493504,-121.475304,66500.0,Fri May 16 00:00:00 EDT 2008,990,CA,127 QUASAR CIR,Residential,95822,0.07353502279677415,-1.2130329857269033,0.1700446581930608,-0.38088906943351925
1,2,SACRAMENTO,38.636877,-121.444948,71000.0,Fri May 16 00:00:00 EDT 2008,900,CA,3812 CYPRESS ST,Residential,95838,0.07862990651454477,-1.1805190232269567,0.15458605290278254,-0.4863930673503038
1,2,SACRAMENTO,38.521202,-121.428146,75000.0,Fri May 16 00:00:00 EDT 2008,861,CA,5821 64TH ST,Residential,95824,0.08315869204145197,-1.151617723227004,0.14788732394366197,-0.5321114664475771
1,2,SACRAMENTO,38.45900200000001,-121.428794,77000.0,Fri May 16 00:00:00 EDT 2008,906,CA,8248 CENTER PKWY,Condo,95823,0.08542308480490558,-1.1371670732270276,0.1556166265888011,-0.47935946748918484
1,2,SACRAMENTO,38.6238,-121.439872,85000.0,Fri May 16 00:00:00 EDT 2008,1011,CA,1171 SONOMA AVE,Residential,95815,0.09448065585872001,-1.0793644732271224,0.17365166609412572,-0.35627146991960285
2,3,SACRAMENTO,38.466938,-121.455631,95625.0,Fri May 16 00:00:00 EDT 2008,1089,CA,4250 ARDWELL WAY,Residential,95823,0.10651024241456729,-1.0025953951022482,0.1870491240123669,-0.26483467172505626
1,2,SACRAMENTO,38.62391,-121.439208,96140.0,Fri May 16 00:00:00 EDT 2008,832,CA,3104 CLAY ST,Residential,95815,0.1070933235511566,-0.9988743527272543,0.1429062177945723,-0.5661071991096521
1,2,SACRAMENTO,38.517029,-121.513809,104250.0,Fri May 16 00:00:00 EDT 2008,800,CA,6063 LAND PARK DR,Condo,95822,0.11627543620696097,-0.9402769669773503,0.13740982480247338,-0.6036197317022867
2,4,SACRAMENTO,38.679598,-121.356035,105000.0,Fri May 16 00:00:00 EDT 2008,1292,CA,4738 OAKHOLLOW DR,Residential,95842,0.11712458349325607,-0.9348579732273592,0.2219168670559945,-0.02686454309053108
1,2,SACRAMENTO,38.520319,-121.504727,108000.0,Fri May 16 00:00:00 EDT 2008,810,CA,1401 STERLING ST,Residential,95822,0.12052117263843648,-0.9131819982273948,0.13912744761250428,-0.5918970652670883
2,4,SACRAMENTO,38.635232,-121.460098,109000.0,Fri May 16 00:00:00 EDT 2008,1064,CA,3715 DIDCOT CIR,Residential,95838,0.12165336902016329,-0.9059566732274066,0.1827550669872896,-0.29414133781305196
